"original canceled date","resurrected canceled date","original created date","resurrected created date","original end date","resurrected end date","original next charge date","resurrected next charge date","original plan","resurrected plan",student_id,"original subscription id","resurrected subscription id","days to resurrection"
"2021-06-15 00:00:00",NULL,"2021-01-28 23:44:54","2022-07-01 01:29:03","2021-07-09 00:00:00",NULL,"2021-07-09 03:00:00","2023-07-01 01:29:03",annual,annual,5652,1726,9327,357
"2021-09-18 00:00:00",NULL,"2021-01-28 23:44:53","2022-07-03 04:45:38","2021-09-25 00:00:00",NULL,"2021-09-25 03:00:00","2023-07-03 04:45:38",annual,annual,2188,1271,9344,281
"2022-06-09 00:00:00",NULL,"2021-03-12 07:43:20","2022-07-13 07:25:01","2022-06-12 00:00:00",NULL,"2022-06-12 00:00:00","2023-07-13 07:25:01",annual,annual,146552,3623,9418,31
NULL,NULL,"2021-03-11 17:16:49","2022-07-18 19:38:46","2022-03-18 00:00:00",NULL,"2023-03-11 00:00:00","2023-07-18 19:38:46",annual,annual,146514,3615,9462,122
"2022-07-08 00:00:00",NULL,"2021-01-28 23:44:54","2022-07-20 10:23:55","2022-07-10 00:00:00",NULL,"2022-07-10 00:00:00","2023-07-20 10:23:55",annual,annual,768,1683,9486,10
NULL,NULL,"2021-05-31 11:47:16","2022-07-21 16:02:52","2022-06-09 00:00:00",NULL,"2022-05-31 00:00:00","2023-07-21 16:02:52",annual,annual,25047,4452,9504,42
NULL,NULL,"2021-01-28 23:44:10","2022-07-21 21:27:16","2021-12-06 00:00:00",NULL,"2021-11-27 02:00:00","2023-07-21 21:27:16",annual,annual,7488,852,9508,227
"2021-09-30 00:00:00",NULL,"2021-05-30 20:08:22","2022-07-27 03:16:20","2021-09-30 00:00:00",NULL,"2021-09-30 00:00:00","2023-07-27 03:16:20",monthly,annual,156406,4421,9627,300
"2021-12-20 00:00:00",NULL,"2021-06-01 12:29:59","2022-07-28 03:52:42","2022-01-01 00:00:00","2022-08-24 12:03:06","2022-01-01 00:00:00","2023-07-28 03:52:42",monthly,annual,155845,4493,9659,208
"2021-04-23 00:00:00","2022-10-31 07:47:47","2021-03-24 16:07:18","2022-08-01 04:10:18","2021-04-24 00:00:00","2022-11-01 04:20:54","2021-04-24 00:00:00","2022-10-01 04:10:18",monthly,monthly,6239,3865,9719,464
NULL,NULL,"2021-06-03 18:10:49","2022-08-01 15:30:41","2022-06-12 00:00:00",NULL,"2022-06-03 00:00:00","2023-08-01 15:30:41",annual,annual,156753,4568,9725,50
NULL,NULL,"2021-05-18 08:48:43","2022-08-14 11:53:36","2022-05-27 00:00:00",NULL,"2022-05-18 00:00:00","2023-08-14 11:53:36",annual,annual,153987,4270,9823,79
NULL,NULL,"2021-05-29 08:28:16","2022-08-18 15:44:28","2022-06-07 00:00:00","2022-09-28 09:57:04","2022-05-29 00:00:00","2022-09-18 15:44:28",annual,monthly,17780,4386,9841,72
NULL,NULL,"2021-01-28 23:46:06","2022-08-22 14:57:07","2021-04-26 00:00:00",NULL,"2021-04-17 03:00:00","2023-08-22 14:57:07",annual,annual,9061,2738,9881,483
NULL,NULL,"2021-01-28 23:46:06","2022-08-22 16:33:30","2022-04-23 00:00:00",NULL,"2022-04-16 00:00:00","2023-08-22 16:33:30",annual,annual,1482,2813,9884,121
"2021-08-01 00:00:00",NULL,"2021-01-28 23:44:54","2022-08-29 15:42:18","2021-08-12 00:00:00",NULL,"2021-08-12 00:00:00","2023-08-29 15:42:18",monthly,annual,3148,1910,9934,382
NULL,NULL,"2021-07-08 17:28:57","2022-08-29 18:55:03","2022-07-17 00:00:00",NULL,"2022-07-08 00:00:00","2023-08-29 18:55:03",annual,annual,159772,4793,9940,43
"2022-01-03 00:00:00",NULL,"2021-01-28 23:44:10","2022-08-29 20:31:53","2022-04-11 00:00:00",NULL,"2022-04-11 00:00:00","2023-08-29 20:31:53",annual,annual,2136,302,9942,140
"2021-02-01 00:00:00",NULL,"2021-01-28 23:46:06","2022-08-30 00:08:26","2021-04-14 00:00:00",NULL,"2021-04-14 03:00:00","2023-08-30 00:08:26",annual,annual,2684,2899,9943,503
NULL,NULL,"2021-07-19 16:50:47","2022-08-30 18:17:58","2022-07-28 00:00:00",NULL,"2022-07-19 00:00:00","2023-08-30 18:17:58",annual,annual,161122,4869,9949,33
"2021-11-21 00:00:00",NULL,"2021-03-18 15:00:29","2022-08-30 20:18:18","2022-03-18 00:00:00",NULL,"2022-03-18 00:00:00","2023-08-30 20:18:18",annual,annual,145230,3748,9954,165
NULL,NULL,"2021-01-28 23:46:06","2022-08-30 21:09:40","2022-04-25 00:00:00",NULL,"2022-04-16 00:00:00","2023-08-30 21:09:40",annual,annual,11327,2759,9955,127
NULL,NULL,"2021-02-11 06:44:42","2022-08-31 02:59:09","2021-03-15 00:00:00",NULL,"2021-03-11 00:00:00","2023-08-31 02:59:09",monthly,annual,63294,3335,9960,534
NULL,NULL,"2021-01-28 23:44:54","2022-08-31 04:14:35","2021-08-05 00:00:00",NULL,"2021-07-27 03:00:00","2023-08-31 04:14:35",annual,annual,4723,1586,9962,391
NULL,NULL,"2021-01-28 23:44:53","2022-08-31 04:53:34","2021-12-24 00:00:00",NULL,"2021-12-24 00:00:00","2023-08-31 04:53:34",annual,annual,1702,1290,9963,250
NULL,NULL,"2021-07-20 20:05:01","2022-08-31 06:17:14","2022-07-29 00:00:00",NULL,"2022-07-20 00:00:00","2023-08-31 06:17:14",annual,annual,161201,4884,9964,33
NULL,NULL,"2021-01-28 23:44:53","2022-08-31 08:10:01","2021-10-10 00:00:00",NULL,"2021-10-01 03:00:00","2023-08-31 08:10:01",annual,annual,5782,1218,9965,325
NULL,NULL,"2021-06-04 02:10:40","2022-08-31 10:53:47","2022-06-13 00:00:00",NULL,"2022-06-04 00:00:00","2023-08-31 10:53:47",annual,annual,59138,4581,9966,79
NULL,NULL,"2021-05-28 09:41:35","2022-08-31 13:26:45","2022-06-06 00:00:00",NULL,"2022-05-28 00:00:00","2023-08-31 13:26:45",annual,annual,156038,4361,9969,86
"2022-03-30 00:00:00",NULL,"2021-01-28 23:46:34","2022-08-31 14:03:32","2022-04-05 00:00:00",NULL,"2022-04-05 00:00:00","2023-08-31 14:03:32",annual,annual,111643,3062,9970,148
NULL,NULL,"2021-03-30 04:58:45","2022-08-31 15:26:34","2022-04-08 00:00:00",NULL,"2022-03-30 00:00:00","2023-08-31 15:26:34",annual,annual,147666,3921,9973,145
"2022-03-27 00:00:00",NULL,"2021-01-28 23:46:34","2022-08-31 15:27:24","2022-04-06 00:00:00",NULL,"2022-04-06 00:00:00","2023-08-31 15:27:24",annual,annual,4833,3061,9974,147
"2021-08-22 00:00:00",NULL,"2021-01-28 23:44:53","2022-08-31 15:27:50","2021-09-17 00:00:00",NULL,"2021-09-17 03:00:00","2023-08-31 15:27:50",annual,annual,9169,1408,9975,348
NULL,NULL,"2021-01-28 23:46:06","2022-08-31 16:23:00","2021-05-07 00:00:00",NULL,"2021-04-28 03:00:00","2023-08-31 16:23:00",annual,annual,13501,2128,9977,481
NULL,NULL,"2021-04-16 08:19:45","2022-08-31 18:07:39","2022-07-25 00:00:00",NULL,"2022-07-16 00:00:00","2023-08-31 18:07:39",annual,annual,7179,4051,9979,37
"2021-08-16 00:00:00",NULL,"2021-01-28 23:44:53","2022-08-31 19:41:38","2021-09-16 00:00:00",NULL,"2021-09-16 03:00:00","2023-08-31 19:41:38",annual,annual,7127,1415,9981,349
NULL,NULL,"2021-06-04 06:57:11","2022-08-31 19:48:39","2022-06-13 00:00:00",NULL,"2022-06-04 00:00:00","2023-08-31 19:48:39",annual,annual,30594,4587,9982,79
NULL,NULL,"2021-01-28 23:46:06","2022-09-06 05:54:23","2022-04-29 00:00:00",NULL,"2022-04-20 00:00:00","2023-09-06 05:54:23",annual,annual,1864,2578,10018,130
NULL,NULL,"2021-07-23 13:52:37","2022-09-06 20:21:33","2022-08-01 00:00:00",NULL,"2022-07-23 00:00:00","2023-09-06 20:21:33",annual,annual,161346,4923,10026,36
"2021-08-30 00:00:00",NULL,"2021-06-18 18:45:23","2022-09-08 11:38:02","2021-09-18 00:00:00",NULL,"2021-09-18 00:00:00","2023-02-08 11:38:02",monthly,monthly,157722,4673,10041,355
NULL,NULL,"2021-07-25 14:26:51","2022-09-11 10:21:04","2022-08-03 00:00:00",NULL,"2022-07-25 00:00:00","2023-09-11 10:21:04",annual,annual,43604,4959,10062,39
"2021-03-16 00:00:00",NULL,"2021-01-28 23:44:53","2022-09-20 14:52:51","2021-04-16 00:00:00",NULL,"2021-04-16 00:00:00","2023-09-20 14:52:51",monthly,annual,4167,1416,10136,522
NULL,NULL,"2021-01-28 23:44:54","2022-09-20 16:12:29","2022-07-08 00:00:00",NULL,"2022-07-06 00:00:00","2023-09-20 16:12:29",annual,annual,6359,1782,10140,74
NULL,NULL,"2021-07-27 21:13:17","2022-09-23 21:49:03","2022-08-05 00:00:00",NULL,"2022-07-27 00:00:00","2023-09-23 21:49:03",annual,annual,161640,5014,10199,49
NULL,NULL,"2021-01-28 23:44:10","2022-09-29 12:08:23","2021-12-04 00:00:00",NULL,"2021-11-25 02:00:00","2023-09-29 12:08:23",annual,annual,872,884,10299,299
NULL,"2022-11-18 13:56:10","2021-01-28 23:44:10","2022-10-05 13:32:06","2021-02-04 00:00:00","2022-12-05 13:41:00","2021-01-31 02:00:00","2022-12-05 13:32:06",monthly,monthly,4439,419,10391,608
NULL,"2023-01-03 16:28:17","2021-02-20 11:13:52","2022-10-15 14:41:24","2022-05-24 00:00:00","2023-01-15 15:01:20","2022-05-20 00:00:00","2023-01-15 14:41:24",monthly,monthly,145185,3418,10476,144
"2021-06-02 00:00:00","2022-10-18 15:44:54","2021-06-02 18:01:06","2022-10-17 19:28:01","2022-06-02 00:00:00","2022-10-19 07:05:34","2022-06-02 00:00:00","2023-10-17 19:28:01",annual,annual,147305,4527,10488,137
NULL,NULL,"2021-07-04 07:13:18","2022-10-19 16:23:28","2022-10-13 00:00:00",NULL,"2022-10-04 00:00:00","2023-10-19 16:23:28",annual,annual,159105,4757,10507,6
NULL,NULL,"2021-01-28 23:44:53","2022-10-20 02:55:09","2022-09-30 00:00:00",NULL,"2022-09-21 00:00:00","2023-10-20 02:55:09",annual,annual,7752,1353,10513,20
"2022-03-18 00:00:00",NULL,"2021-03-19 05:42:22","2022-10-20 05:31:37","2022-03-19 00:00:00",NULL,"2022-03-19 00:00:00","2023-10-20 05:31:37",annual,annual,147178,3790,10514,215
NULL,NULL,"2021-01-28 23:46:06","2022-10-20 08:36:30","2022-05-01 00:00:00",NULL,"2022-04-23 00:00:00","2023-10-20 08:36:30",annual,annual,1382,2345,10517,172
"2021-02-15 00:00:00",NULL,"2021-01-28 23:44:53","2022-10-20 09:22:03","2021-03-10 00:00:00",NULL,"2021-03-10 00:00:00","2023-10-20 09:22:03",monthly,annual,9377,1159,10519,589
NULL,NULL,"2021-01-28 23:44:54","2022-10-20 11:14:41","2022-07-18 00:00:00",NULL,"2023-07-18 00:00:00","2023-10-20 11:14:41",annual,annual,18678,1603,10523,94
"2021-02-06 00:00:00",NULL,"2021-01-28 23:44:10","2022-10-20 12:29:08","2021-02-15 00:00:00",NULL,"2021-02-15 02:00:00","2023-10-20 12:29:08",monthly,annual,5470,534,10524,612
NULL,NULL,"2021-01-28 23:44:10","2022-10-20 15:23:46","2021-12-06 00:00:00",NULL,"2021-11-27 02:00:00","2023-10-20 15:23:46",annual,annual,143012,837,10526,318
"2021-04-05 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-20 17:51:26","2021-04-29 00:00:00",NULL,"2021-04-29 03:00:00","2023-10-20 17:51:26",annual,annual,17823,2085,10530,539
"2021-04-06 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-21 02:25:08","2021-04-18 00:00:00",NULL,"2021-04-18 03:00:00","2023-10-21 02:25:08",annual,annual,3426,2668,10535,551
NULL,NULL,"2021-01-28 23:44:10","2022-10-21 02:57:07","2022-01-19 00:00:00",NULL,"2023-01-19 00:00:00","2023-10-21 02:57:07",annual,annual,2104,139,10536,275
"2022-02-18 00:00:00",NULL,"2021-06-04 01:37:50","2022-10-21 11:05:50","2022-09-04 00:00:00",NULL,"2022-09-04 00:00:00","2023-10-21 11:05:50",annual,annual,156776,4579,10539,47
NULL,NULL,"2021-01-28 23:44:54","2022-10-21 12:18:50","2021-07-31 00:00:00",NULL,"2021-07-17 03:00:00","2023-10-21 12:18:50",annual,annual,18531,1604,10540,447
NULL,NULL,"2021-01-28 23:46:06","2022-10-21 15:19:01","2021-04-29 00:00:00",NULL,"2021-04-20 03:00:00","2023-10-21 15:19:01",annual,annual,14491,2589,10541,540
"2021-09-17 00:00:00",NULL,"2021-01-28 23:44:53","2022-10-21 16:12:52","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2023-10-21 16:12:52",annual,annual,8758,1308,10542,392
NULL,NULL,"2021-01-28 23:46:06","2022-10-21 17:50:13","2021-05-05 00:00:00",NULL,"2021-04-26 03:00:00","2023-10-21 17:50:13",annual,annual,31660,2220,10544,534
"2021-04-07 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-22 02:14:53","2021-05-07 00:00:00",NULL,"2021-05-07 03:00:00","2023-10-22 02:14:53",annual,annual,17174,2042,10547,533
"2022-07-23 00:00:00",NULL,"2021-06-18 14:57:57","2022-10-25 17:28:23","2022-09-18 00:00:00",NULL,"2022-09-18 00:00:00","2023-10-25 17:28:23",annual,annual,130021,4669,10573,37
NULL,"2022-11-01 19:31:11","2021-01-28 23:44:53","2022-10-25 18:48:56","2021-11-23 00:00:00","2022-11-02 08:07:55","2021-11-14 02:00:00","2022-11-25 18:48:56",annual,monthly,4013,1003,10575,336
"2021-03-15 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-26 17:39:16","2021-04-15 00:00:00",NULL,"2021-04-15 03:00:00","2023-10-26 17:39:16",annual,annual,23287,2893,10583,559
NULL,"2022-12-29 18:33:52","2021-07-27 16:42:39","2022-10-28 21:17:38","2022-08-05 00:00:00","2023-01-28 21:17:38","2022-07-27 00:00:00","2023-01-28 21:17:38",annual,monthly,161626,5010,10598,84
"2021-08-24 00:00:00",NULL,"2021-01-28 23:44:53","2022-10-29 05:40:29","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2023-11-22 05:12:57",annual,annual,1374,1289,10602,400
NULL,NULL,"2021-05-31 13:59:57","2022-10-29 14:43:26","2022-06-09 00:00:00",NULL,"2022-05-31 00:00:00","2023-10-29 14:43:26",annual,annual,139185,4463,10605,142
"2021-09-12 00:00:00","2021-10-03 00:00:00","2021-09-12 15:27:31","2021-09-25 13:23:03","2021-09-15 00:00:00","2021-10-25 00:00:00","2022-09-12 00:00:00","2021-10-25 00:00:00",annual,monthly,169259,5398,5490,10
"2021-09-25 00:00:00","2021-10-30 00:00:00","2021-08-26 06:40:50","2021-09-29 05:59:56","2021-09-26 00:00:00","2021-10-29 00:00:00","2021-09-26 00:00:00","2021-10-29 00:00:00",monthly,monthly,165801,5248,5571,3
NULL,NULL,"2021-08-20 05:18:53","2021-10-04 17:23:45","2021-09-25 00:00:00","2021-11-08 00:00:00","2021-09-20 00:00:00","2021-11-04 00:00:00",annual,monthly,160122,5192,5614,9
NULL,NULL,"2021-10-14 08:43:24","2021-11-22 15:01:58","2021-11-12 00:00:00","2022-11-23 00:00:00","2022-10-14 00:00:00","2022-11-22 00:00:00",annual,annual,171405,5694,5819,10
"2021-11-22 00:00:00","2022-09-24 00:00:00","2021-11-07 17:27:26","2021-11-24 02:52:56","2021-11-22 00:00:00","2022-11-24 00:00:00","2022-11-07 00:00:00","2022-11-24 00:00:00",annual,annual,240444,5752,5989,2
"2021-09-20 00:00:00","2022-12-03 00:00:00","2021-08-16 21:50:54","2021-12-03 13:02:24","2021-10-16 00:00:00","2022-12-05 00:00:00","2021-10-16 00:00:00","2023-12-03 00:00:00",monthly,annual,163884,5153,7028,48
NULL,NULL,"2021-11-25 19:19:05","2022-01-05 14:23:11","2021-12-29 00:00:00","2022-04-09 00:00:00","2021-12-25 00:00:00","2022-04-05 00:00:00",monthly,monthly,238987,6123,7272,7
NULL,NULL,"2021-08-19 07:04:25","2022-01-07 12:24:03","2021-12-23 00:00:00","2022-02-11 00:00:00","2021-12-19 00:00:00","2022-02-07 00:00:00",monthly,monthly,164356,5178,7283,15
"2021-12-24 00:00:00","2022-03-11 00:00:00","2021-11-24 12:28:12","2022-01-12 07:52:39","2021-12-24 00:00:00","2022-03-12 00:00:00","2021-12-24 00:00:00","2022-03-12 00:00:00",monthly,monthly,240553,6015,7332,19
NULL,"2022-02-14 00:00:00","2022-01-02 01:17:12","2022-01-27 18:33:23","2022-01-06 00:00:00","2023-01-27 00:00:00","2023-01-02 00:00:00","2023-01-27 00:00:00",annual,annual,258913,7245,7633,21
NULL,NULL,"2021-12-16 08:44:37","2022-01-28 19:24:00","2022-01-20 00:00:00","2022-03-04 00:00:00","2022-01-16 00:00:00","2022-02-28 00:00:00",monthly,monthly,248535,7114,7697,8
"2022-01-10 00:00:00","2022-02-12 13:53:31","2022-01-10 02:07:15","2022-02-12 13:51:26","2022-02-10 00:00:00","2022-03-12 14:01:11","2022-02-10 00:00:00","2022-03-12 13:51:26",monthly,monthly,259865,7307,7817,2
"2021-11-27 00:00:00",NULL,"2021-11-27 09:38:27","2022-02-14 19:12:42","2021-11-29 00:00:00",NULL,"2022-11-27 00:00:00","2023-02-14 19:12:42",annual,annual,254541,6278,7839,77
"2021-11-22 00:00:00",NULL,"2021-10-16 11:50:02","2022-02-16 16:30:47","2021-12-16 00:00:00",NULL,"2021-12-16 00:00:00","2023-02-16 16:30:47",monthly,annual,172427,5715,7867,62
"2022-02-13 00:00:00",NULL,"2022-01-14 18:23:58","2022-02-16 17:42:57","2022-02-14 00:00:00",NULL,"2022-02-14 00:00:00","2023-02-16 17:42:57",monthly,annual,213109,7364,7869,2
NULL,NULL,"2021-12-06 11:13:47","2022-02-17 07:29:06","2022-02-10 00:00:00",NULL,"2022-02-06 00:00:00","2023-02-17 07:29:06",monthly,annual,255534,7045,7884,7
NULL,NULL,"2021-11-22 16:02:08","2022-02-17 12:13:51","2021-12-26 00:00:00",NULL,"2021-12-22 00:00:00","2023-02-17 12:13:51",monthly,annual,218237,5840,7892,53
NULL,NULL,"2021-09-30 19:21:35","2022-03-05 14:24:40","2021-12-04 00:00:00","2022-04-18 15:00:53","2021-11-30 00:00:00","2022-04-05 14:24:40",monthly,monthly,6026,5594,8028,91
NULL,NULL,"2021-09-03 10:58:40","2022-03-15 12:04:06","2022-02-07 00:00:00",NULL,"2022-02-03 00:00:00","2023-02-15 12:04:06",monthly,monthly,160960,5352,8118,36
NULL,"2022-06-12 21:32:53","2022-01-01 15:04:58","2022-03-18 14:44:40","2022-02-05 00:00:00","2022-06-18 15:01:17","2022-02-01 00:00:00","2022-04-18 14:44:40",monthly,monthly,33495,7238,8149,41
"2022-03-15 08:39:31",NULL,"2022-02-19 15:06:47","2022-03-28 07:30:02","2022-03-19 15:21:11",NULL,"2022-03-19 15:06:47","2023-03-28 07:30:02",monthly,annual,258930,7909,8265,9
"2022-02-25 00:00:00",NULL,"2021-12-26 15:21:55","2022-03-29 10:18:30","2022-02-26 00:00:00","2022-05-12 10:41:03","2022-02-26 00:00:00","2022-04-29 10:18:30",monthly,monthly,257898,7183,8285,31
NULL,NULL,"2022-01-15 11:33:25","2022-03-29 12:59:24","2022-03-19 00:00:00",NULL,"2022-03-15 00:00:00","2023-03-29 12:59:24",monthly,annual,260356,7370,8288,10
"2022-03-10 01:07:17",NULL,"2022-02-10 16:47:02","2022-03-30 16:34:22","2022-03-10 17:01:37",NULL,"2022-03-10 16:47:02","2023-03-30 16:34:22",monthly,annual,262580,7808,8336,20
"2022-03-21 00:00:00",NULL,"2022-01-27 22:20:33","2022-03-30 17:03:10","2022-03-27 00:00:00",NULL,"2022-03-27 00:00:00","2023-03-30 17:03:10",monthly,annual,258782,7648,8339,3
"2022-01-31 00:00:00","2022-06-06 20:00:47","2021-11-30 09:43:47","2022-04-08 14:33:22","2022-01-30 00:00:00","2022-06-08 14:40:58","2022-01-30 00:00:00","2022-05-08 14:33:22",monthly,monthly,247713,6821,8469,68
NULL,NULL,"2022-02-19 06:37:03","2022-04-16 08:27:20","2022-04-08 13:14:12","2022-05-31 09:22:15","2022-03-19 06:37:03","2022-05-16 08:27:20",monthly,monthly,236797,7907,8548,8
NULL,NULL,"2022-02-25 09:02:39","2022-04-19 03:09:07","2022-04-08 13:16:47","2022-07-02 03:41:01","2022-03-25 09:02:39","2022-05-19 03:09:07",monthly,monthly,255827,7960,8569,11
"2022-04-02 23:17:48","2022-05-11 05:34:48","2022-03-04 19:02:07","2022-04-22 03:12:59","2022-04-04 19:21:22","2022-05-22 03:20:55","2022-04-04 19:02:07","2022-05-22 03:12:59",monthly,monthly,205950,8023,8595,18
"2022-04-13 14:35:27","2022-05-11 02:33:57","2022-04-06 15:25:20","2022-05-09 03:29:02","2022-05-06 15:41:17","2022-06-09 03:40:45","2022-05-06 15:25:20","2022-06-09 03:29:02",monthly,monthly,269843,8443,8715,3
NULL,NULL,"2022-01-27 23:52:08","2022-05-21 19:44:27","2022-02-21 00:00:00","2022-07-04 20:21:13","2023-01-27 00:00:00","2022-06-21 19:44:27",annual,monthly,261788,7656,8821,89
NULL,NULL,"2022-03-26 05:39:15","2022-05-27 06:22:54","2022-04-26 12:37:35",NULL,"2023-03-26 05:39:15","2023-05-27 06:22:54",annual,annual,213528,8243,8877,31
"2022-05-24 16:30:27",NULL,"2022-05-06 16:45:02","2022-05-28 19:17:41","2022-05-26 14:05:24",NULL,"2023-05-06 16:45:02","2023-05-28 19:17:41",annual,annual,263309,8698,8897,2
NULL,NULL,"2022-05-14 13:43:37","2022-05-30 03:11:56","2022-05-23 06:43:22",NULL,"2023-05-14 13:43:37","2023-05-30 03:11:56",annual,annual,273936,8751,8930,7
"2022-03-02 07:42:10",NULL,"2022-02-13 16:08:58","2022-06-02 10:10:57","2022-03-13 16:21:05",NULL,"2022-03-13 16:08:58","2023-02-02 10:10:57",monthly,monthly,161693,7824,9065,81
NULL,NULL,"2022-02-24 19:20:21","2022-06-08 19:45:32","2022-06-06 20:01:10","2022-09-09 11:20:35","2022-03-24 19:20:21","2022-10-08 19:45:32",monthly,monthly,182962,7956,9122,2
NULL,"2022-07-12 14:14:10","2022-02-24 09:28:41","2022-06-17 16:14:52","2022-05-07 10:01:01","2022-07-17 16:21:36","2022-03-24 09:28:41","2022-07-17 16:14:52",monthly,monthly,144397,7952,9185,41
"2022-04-18 18:27:39","2022-10-19 09:52:43","2022-03-24 12:56:03","2022-06-22 16:14:02","2022-04-24 13:01:01","2022-10-22 16:21:06","2022-04-24 12:56:03","2022-10-22 16:14:02",monthly,monthly,268113,8212,9232,59
NULL,NULL,"2022-01-24 02:41:12","2022-06-26 13:15:08","2022-01-25 00:00:00",NULL,"2023-04-24 00:00:00","2023-06-26 13:15:08",annual,annual,261393,7512,9253,152
NULL,NULL,"2022-04-18 13:08:32","2022-06-26 16:10:34","2022-04-28 14:36:02",NULL,"2023-04-18 13:08:32","2023-06-26 16:10:34",annual,annual,271169,8565,9256,59
"2021-12-11 00:00:00",NULL,"2021-11-28 11:13:26","2022-06-27 07:13:27","2021-12-22 00:00:00",NULL,"2022-11-28 00:00:00","2023-06-27 07:13:27",annual,annual,239932,6390,9264,187
NULL,NULL,"2022-04-10 05:12:41","2022-06-27 08:21:55","2022-05-23 05:40:50","2022-08-09 09:00:53","2022-05-10 05:12:41","2022-07-27 08:21:55",monthly,monthly,270179,8487,9266,35
NULL,"2023-01-03 18:54:30","2022-03-09 23:11:35","2022-06-27 21:18:13","2022-06-22 23:40:47","2023-01-27 21:18:13","2022-04-09 23:11:35","2023-01-27 21:18:13",monthly,monthly,266366,8067,9282,5
"2022-04-13 00:00:00",NULL,"2021-09-25 13:21:35","2022-06-29 13:24:51","2022-04-25 00:00:00",NULL,"2022-04-25 00:00:00","2023-06-29 13:24:51",monthly,annual,171248,5489,9304,65
"2022-01-18 00:00:00",NULL,"2021-08-06 20:04:33","2022-07-01 19:36:48","2022-02-06 00:00:00","2022-11-14 20:01:37","2022-02-06 00:00:00","2022-11-01 19:36:48",monthly,monthly,162320,5108,9332,145
NULL,"2022-10-02 17:37:09","2022-01-25 17:08:14","2022-07-31 17:52:48","2022-03-01 00:00:00","2022-10-30 18:01:00","2022-02-25 00:00:00","2022-10-30 17:52:48",monthly,monthly,177810,7551,9716,152
"2022-05-25 01:13:06","2022-09-23 04:09:10","2022-05-24 16:04:15","2022-08-07 22:54:37","2022-05-25 05:47:44","2022-10-07 23:01:04","2022-06-24 16:04:15","2022-10-07 22:54:37",monthly,monthly,274781,8843,9772,74
"2022-02-24 00:00:00",NULL,"2021-12-01 10:29:52","2022-08-11 10:37:35","2022-03-01 00:00:00","2022-09-24 11:00:52","2022-03-01 00:00:00","2022-09-11 10:37:35",monthly,monthly,239031,6884,9803,163
"2022-03-21 00:00:00","2022-08-31 05:16:15","2022-01-20 19:03:24","2022-08-17 00:38:06","2022-04-20 00:00:00","2022-09-17 00:40:50","2022-04-20 00:00:00","2022-09-17 00:38:06",monthly,monthly,261073,7452,9833,119
"2021-12-08 00:00:00",NULL,"2021-11-23 23:00:34","2022-08-30 19:59:48","2021-12-09 00:00:00","2022-09-05 11:39:41","2022-11-23 00:00:00","2023-08-30 19:59:48",annual,annual,253904,5980,9952,264
NULL,"2022-10-26 08:20:26","2022-07-13 09:46:05","2022-09-06 14:47:33","2022-08-26 10:20:42","2022-11-06 15:01:18","2022-08-13 09:46:05","2022-10-06 14:47:33",monthly,monthly,279404,9419,10023,11
NULL,NULL,"2022-07-16 19:56:20","2022-09-07 15:21:59","2022-08-09 10:59:58",NULL,"2023-07-16 19:56:20","2023-09-07 15:21:59",annual,annual,280932,9444,10031,29
NULL,NULL,"2022-04-08 19:36:38","2022-09-08 21:14:37","2022-08-21 20:00:56",NULL,"2022-05-08 19:36:38","2023-02-08 21:14:37",monthly,monthly,1436,8475,10045,18
NULL,NULL,"2022-06-14 15:18:04","2022-09-10 10:57:09","2022-07-27 15:41:00","2022-10-23 11:20:47","2022-07-14 15:18:04","2022-10-10 10:57:09",monthly,monthly,217976,9157,10055,45
NULL,NULL,"2022-06-10 02:08:14","2022-09-10 17:26:39","2022-07-23 02:40:47",NULL,"2022-07-10 02:08:14","2023-02-10 17:26:39",monthly,monthly,163914,9131,10057,49
NULL,NULL,"2022-04-29 12:42:16","2022-09-23 10:08:50","2022-06-11 13:20:44","2022-11-05 10:40:47","2022-05-29 12:42:16","2022-10-23 10:08:50",monthly,monthly,271465,8652,10183,104
"2021-11-22 00:00:00",NULL,"2021-09-10 18:16:49","2022-09-27 17:24:44","2022-09-10 00:00:00",NULL,"2022-09-10 00:00:00","2023-09-27 17:24:44",annual,annual,166145,5389,10245,17
NULL,NULL,"2022-09-21 16:30:39","2022-09-28 22:00:25","2022-09-26 09:10:28","2022-10-04 12:33:19","2023-09-21 16:30:39","2023-09-28 22:00:25",annual,annual,291575,10156,10282,2
"2022-09-27 20:24:54",NULL,"2022-08-02 15:50:47","2022-10-07 01:10:47","2022-10-02 16:01:30",NULL,"2022-10-02 15:50:47","2023-02-07 01:10:47",monthly,monthly,278789,9730,10406,5
"2022-03-13 00:00:00",NULL,"2021-12-14 21:53:56","2022-10-08 11:56:37","2022-03-14 00:00:00",NULL,"2022-03-14 00:00:00","2023-02-08 11:56:37",monthly,monthly,256539,7107,10415,208
NULL,NULL,"2022-10-11 08:32:27","2022-10-13 07:59:10","2022-10-11 14:45:01",NULL,"2023-10-11 08:32:27","2023-10-13 07:59:10",annual,annual,294227,10430,10454,2
